id,title,artist_title,classification_titles
144292,"Grand Temple d'Isis à Philoe, Vue Générale Prise du Nord; Nubie, plate 80 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144298,"Rive Septentrionale du Nil (Village d'Abou-Koli), Vue Prise au Nord de Philoe; Nubie, plate 84 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144297,"Mosquée de Bellal au Village de Bab; Nubie, plate 83 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144296,"Rive Orientale du Nil (Village de Bab), Vue Prise au Sud Philoe; Nubie, plate 82 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144300,"Temple de Débôd, Parembole de l'Itinéraire d'Antonin; Nubie, plate 86 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144299,"Temple et Village de Débôd, Parembole de l'Itinéraire d'Antonin; Nubie, plate 85 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144302,"Temple de Tafeh (Ancienne Taphis), Nubie, plate 88 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144301,"Temple de Kardassy, Nubie, plate 87 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144303,"Kalabscheh, Vue Générale du Temple de Kalabscheh (Talmis); Nubie, plate 89 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144306,"Kalabscheh, Sculptures De La Façade Postérieure Du Temple; Nubie, plate 92 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144305,"Kalabscheh, Sculptures De La Façade Postérieure Du Temple; Nubie, plate 91 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144304,"Kalabscheh, Porte du Pronaos; Nubie, plate 90 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144308,"Temple De Dakkeh (Ancienne Pselcis); Nubie, plate 94 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144307,"Temple De Dandour (Ancienne Tantour), Dédié à La Triade Osiris-Isis-Horus; Nubie, plate 93 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144310,"Temple De Maharakkah (Hièra Sycaminos Des Grecs); Nubie, plate 96 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144309,"Temple De Dakkeh, Naos; Nubie, plate 95 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144313,"Temple d'Amada; Nubie, plate 99 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144312,"Hémi-Spéos De Séboua, Pylônes; Nubie, plate 98 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144311,"Hémi-Spéos De Séboua, Drômos; Nubie, plate 97 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144315,"Ibsamboul, Les Deux Spéos; Nubie, plate 101 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144314,"Forteress D'Ibrym (Ancienne Premmis), Vue Prise Au Sud; Nubie, plate 100 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144318,"Ibsamboul, Colosse Oriental Du Spéos De Phrè, Vu De Profil; Nubie, plate 104 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144317,"Ibsamboul, Colosse Oriental Du Grand Spéos De Phrè; Nubie, plate 103 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144316,"Ibsamboul, Vue Générale Du Grand Spéos De Phrè; Nubie, plate 102 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144320,"Ibsamboul, Colosse Médial (Enfoui) du Spéos de Phrè Nubie, Palestine et Syrie, plate 106 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144319,"Ibsamboul, Sculptures de l'Entrée du Spéos de Phrè, Nubie, plate 105 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144322,"Ibsamboul, Partie Septentrionale Du Spéos D'Hathor; Nubie, plate 108 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144321,"Ibsamboul, Colosse Occidental Du Spéos De Phrè; Nubie, plate 107 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144325,"Vue Cavalière De La Seconde Cataracte; Nubie, plate 111 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144324,"Ibsamboul, Partie Méridionale Du Spéos D'Hathor; Nubie, plate 110 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144323,"Ibsamboul, Entrée De Spéos D'Hathor; Nubie, plate 109 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144327,"Jérusalem, Partie Occidentale Des Murailles; Palestine",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144326,"Seconde Cataracte, Dgebel-Aboucir; Nubie, plate 112 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144330,"Quartier Occidental, Jérusalem; Palestine",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144329,"Jérusalem, Arcades Inférieures De L'Eglise Du Saint-Sépulcre; Palestine",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144328,"Jérusalem, Quartier Occidental; Palestine",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144332,"Jérusalem, Porte Dorée (Bab-El-Daharieh); Palestine",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144331,"Jérusalem, Mosquée D'Omar; Palestine",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144335,"Baalbeck (Héliopolis), Colonnade Du Temple Du Soleil; Syrie",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144334,"Baalbeck (Héliopolis), Hémicycle De L'Enciente Des Temples Du Soleil Et De Jupiter; Syrie",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144333,"Baalbeck, Intérieur De L'Enceinte Des Temples Du Soleil Et De Jupiter; Syrie",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144337,"Baalbeck (Héliopolis), Temple De Jupiter, Façade Orientale; Syrie",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144336,"Baalbeck (Héliopolis), Temple De Jupiter, Vue Prise à L'Angle Sud-est; Syrie",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144339,"Temple De Jupiter à Baalbeck (Héliopolis, Intérieur Du Naos; Syrie",Maxime Du Camp,salted paper print;photographic process;photography;photograph
144338,"Baalbeck (Héliopolis), Temple Du Jupiter, Façade Occidentale; Syrie",Maxime Du Camp,salted paper print;photographic process;photography;photograph
145851,Heads,Christina Ramberg,etching;print;prints and drawing
144373,Landscape with Cattle by a Cottage,Thomas Gainsborough,etching;print;prints and drawing
146913,Untitled (Check 2),Sherrie Levine,painting;modern and contemporary art
146902,Aluminum Chair,Scott Burton,sculpture;modern and contemporary art
146512,Eviscerated Corpse,Mike Kelley,sculpture;modern and contemporary art
151910,Jonathan's Hands,Rashid Johnson,brownprints (Van Dyke prints);photographic process;photography;photograph
147067,Interior View of the Church of St. Peter's in the Vatican,Francesco Panini,ink and wash;drawings (visual works);prints and drawing
147064,Lovers Surprised by Death,"Hans Burgkmair, the elder",woodcut;print;prints and drawing
152437,Fisherman's Cottage,Harald Oscar Sohlberg,oil on canvas;painting;modern and contemporary art
151911,Michael,Rashid Johnson,brownprints (Van Dyke prints);photographic process;photography;photograph
154855,Untitled,Christina Ramberg,fiber-tipped pen;drawings (visual works);prints and drawing
154853,Untitled,Christina Ramberg,fiber-tipped pen;drawings (visual works);prints and drawing
154858,Untitled,Christina Ramberg,fiber-tipped pen;drawings (visual works);prints and drawing
154857,Untitled,Christina Ramberg,drawings (visual works);prints and drawing
154867,Untitled (recto and verso),Christina Ramberg,fiber-tipped pen;drawings (visual works);prints and drawing
154861,Untitled,Christina Ramberg,fiber-tipped pen;drawings (visual works);prints and drawing
154859,Untitled,Christina Ramberg,graphite;drawings (visual works);prints and drawing
154869,Untitled,Christina Ramberg,graphite;drawings (visual works);prints and drawing
191183,Madame Paul Escudier (Louise Lefevre),John Singer Sargent,oil on canvas;painting
154872,Untitled,Christina Ramberg,graphite;drawings (visual works);prints and drawing
196410,"Analogía I, (2da. versión)",Victor Grippo,installation
195381,Saccomazzone Players,Orazio Mochi,statuette;sculpture;bronze;Italian
228882,The Jazz Wall,Marisol,wood;sculpture
222761,Untitled (Composition for a Peace Poster),Alberto Beltrán,linocut;paper;print;prints and drawing
240852,Untitled,Luis Medina,color photograph;photograph;photography
236545,Constellation Green Square Accent,Leon Polk Smith,acrylic paintings (visual works);painting
235621,"Our House, from the series ""Chickenbones and Watermelon Seeds: The African American Experience as Abstract Art""",Rashid Johnson,photograph;photography
250522,Cupid and Psyche,Abbe de Saint Non,print;aquatint;paper;prints and drawing
240860,Untitled,Luis Medina,color photograph;photograph;photography
240859,Untitled,Luis Medina,color photograph;photograph;photography
259505,"Softly, effectively",Park McArthur,sculpture
259173,Pair of Jardinieres,Mintons Ltd.,ceramics
265942,"The Captive, from Sterne",Josiah Boydell,prints and drawing;chalk;drawing;gouache;paper;watercolor
265371,Landscape with Rocks,George Sand,prints and drawing;drawing;gouache;paper;watercolor
262748,The Grotto of Posillipo (La Grotta di Posillipo),Louis Jean Desprez,prints and drawing;paper;print
260696,Mary in the Sky With Diamonds,Candida Alvarez,painting
267240,Contemporary American Sculpture,Ben Shahn,painting
267180,Four Pentagons,Robert Mangold,painting
268590,Mars and Venus Surprised by Vulcan,Hendrick Goltzius,print;paper;prints and drawing;engraving
267846,The Holy Family,"Pieter de Jode, I",engraving;paper;print;prints and drawing
267531,The North Star,Carrie Mae Weems,photography;21st Century;photograph
268987,The North Star,Carrie Mae Weems,photography;21st Century;photograph
268986,The North Star,Carrie Mae Weems,photography;21st Century;photograph
268985,The North Star,Carrie Mae Weems,photography;21st Century;photograph
268984,The North Star,Carrie Mae Weems,photography;21st Century;photograph
268983,The North Star,Carrie Mae Weems,photography;21st Century;photograph
269966,El Mago/Pim Pam Pum (The Magician/Pim Pam Pum),Maruja Mallo,painting
269137,Double academy of two male nudes,Carle van Loo,prints and drawing;drawing;paper;chalk
268989,The North Star,Carrie Mae Weems,photography;21st Century;photograph
268988,The North Star,Carrie Mae Weems,photography;21st Century;photograph
189294,Black-and-White Storage Jar with Abstract Geometric Motifs,Pueblo of Acoma,vessel;ceramics;art of the americas
152836,A Goddess,Cham,bronze;metal;sculpture;asian art
133456,Tarragona Terrace and Garden,John Singer Sargent,watercolor;drawings (visual works);prints and drawing
133369,"Doctor Syntax Returned from His Tour, from The Tour of Doctor Syntax",Thomas Rowlandson,etching;print;prints and drawing
129323,"The Martyrdom of Saint Simon of Trent from Schedel Weltchronik (Schedel’s World History), Plate 23 from Woodcuts from Books of the 15th Century",Michel Wolgemut,woodcut;print;prints and drawing
61724,The Elements (Furnishing Fabric),Bonaventure M. Lebert,textile;weaving - printed;furnishing textile
11387,"Alley, Chicago",Harry Callahan,photography;gelatin silver (developing-out-paper) pr;photographic process;photograph
28067,The Old Guitarist,Pablo Picasso,oil on panel;painting;modern and contemporary art
238749,Bottle Rack (Porte-Bouteilles),Marcel Duchamp,ready-mades;Surrealism Highlights;Modern Art Highlights;rack;found objects;sculpture
149035,"Flowers in an Urn Decorated with Putti, on a Plinth",Jan van Huysum,pen and ink drawings;drawings (visual works);prints and drawing
131299,"The Old Guitarist, from The Blue Guitar",David Hockney,etching;print;prints and drawing
